lat_mean,lon_mean,commercial_ratio,institution_ratio,other_ratio,public_ratio,residential_ratio,theft_ratio,battery_ratio,criminal_damage_ratio,assault_ratio,deceptive_practice_ratio,other_crime_ratio,district_1,district_2,district_3,district_4,district_5,district_6,district_7,district_8,district_9,district_10,district_11,district_12,district_14,district_15,district_16,district_17,district_18,district_19,district_20,district_22,district_24,district_25
0.9011437239474276,0.33190318900108196,0.013862633900441084,0.0,0.34719596723377444,0.30907372400756145,0.32986767485822305,0.2577189666036547,0.1471329552614997,0.12381852551984877,0.06395715185885319,0.09735349716446125,0.31001890359168244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.9399882588258635,0.38007415515673415,0.016512549537648614,0.0,0.3084544253632761,0.3130779392338177,0.3619550858652576,0.26882430647291944,0.1096433289299868,0.12285336856010567,0.06274768824306473,0.11690885072655217,0.3190224570673712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.9238372878011347,0.4824889435645616,0.030729359496482783,0.0,0.43243243243243246,0.28619029988893,0.25064790818215477,0.31654942613846726,0.13809700111069975,0.11958533876342095,0.050721954831543875,0.07071455016660497,0.30433172898926325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8768564294870345,0.47559770368340537,0.02197954105612386,0.0,0.3118606580038706,0.3836051976776334,0.28255460326237214,0.24329554879734586,0.18855405031794303,0.1365772739839646,0.06040917887752281,0.04921205418855405,0.3219518938346696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8345918060363715,0.35668932582413504,0.01878271579595607,0.0,0.33418864826028943,0.3150980190906292,0.3319306168531253,0.2343220773888946,0.16966026891101305,0.13168428615416197,0.06568818639022889,0.07194909165554757,0.32669608950015394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8368616160188651,0.4673839275120599,0.0239569005043558,0.0,0.3292067858780376,0.3498395231545163,0.2969967904630903,0.2459880788629069,0.17721228794131133,0.1344566712517194,0.058803301237964234,0.0682026593305823,0.3153370013755158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.8148681102854738,0.2362534602166022,0.01867002307530942,0.0,0.29913992028529474,0.2917977763792742,0.3903922802601217,0.18921753723515838,0.1778896580658695,0.14453534717851899,0.06880637717642123,0.07992448080553807,0.33962659953849383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7702675430446675,0.24852787330712545,0.010995052226498075,0.0,0.2996151731720726,0.26882902693787797,0.4205607476635514,0.19516217702034086,0.2028587135788895,0.14733369983507422,0.06542056074766354,0.07146783947223749,0.3177570093457944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7640592086073354,0.34611603477654285,0.02459908569769973,0.0,0.3190624773238517,0.3403961976634497,0.31594223931499893,0.18402147884768885,0.19642986720847544,0.11820622596328278,0.07597416733183368,0.05616428415934983,0.3692039764893694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7519852976165282,0.4323474115739998,0.017408123791102514,0.0,0.2789598108747045,0.3756716097141629,0.32796045562003007,0.18396733290350312,0.18998495594240275,0.12572533849129594,0.06640876853642812,0.04943047496238986,0.38448312916398025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7946602976727348,0.49031121190236604,0.024805738194859532,0.0,0.3505678421996414,0.344590555887627,0.2800358637178721,0.27764494919306637,0.16049013747758517,0.12686790197250447,0.05902570233114166,0.0726240286909743,0.303347280334728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.7508342689654341,0.5288209231760845,0.023971449734024645,0.0,0.3810517810248468,0.36617062824052254,0.22880614100060603,0.34401723789643796,0.13601777658070163,0.11588445222543936,0.05413776850043768,0.06558480910376406,0.2843579556932193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.6883897484687509,0.47200115757647154,0.0223662472995298,0.0,0.2501376710297793,0.45202694116151987,0.275469140509171,0.1453806074469437,0.20756555259033338,0.0989537001736773,0.07671453382471301,0.033888253484136065,0.43749735248019656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.694180986129254,0.5954640767188835,0.031277455631699175,0.0,0.35542962572482867,0.421674573888596,0.19161834475487613,0.3770866280091372,0.12502196450535935,0.11777367773677737,0.049288350026357404,0.06128096995255667,0.269548409769812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6616406016951544,0.36316275447921953,0.027982326951399118,0.0,0.23464498330187308,0.43574851168868883,0.301624178058039,0.1340413615714908,0.21759422514468252,0.10228380592835362,0.07257980874940363,0.04331141488103881,0.43018938372503057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6260607200551647,0.44643749356120566,0.0284871115393881,0.0,0.2197060949168875,0.5117441580342086,0.2400626355095158,0.09889183329318237,0.19519392917369308,0.08335340881715249,0.06287641532160924,0.02824620573355818,0.5314382076608046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.6246300772714335,0.5127281230702181,0.026171265848532105,0.0,0.27066241779103667,0.44226727235744795,0.26089904400298325,0.1180419011458404,0.229507085226117,0.09132822564241644,0.07986982168282596,0.026578073089700997,0.4546748932130992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.6210166331518536,0.6386908457613174,0.04881313230720781,3.93654292800063e-05,0.4719914970672755,0.3349210723142936,0.14423493288194308,0.36538991457701847,0.13738534818722198,0.1024682124158564,0.0605833956619297,0.07971499429201276,0.2544581348659607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5784204530202288,0.482845935910035,0.023422354104846686,0.0,0.2532542037586548,0.4212462908011869,0.3020771513353116,0.10915924826904055,0.23829871414441148,0.10456973293768546,0.0725618199802176,0.027972304648862512,0.4474381800197824,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5339481470802667,0.4977979029666244,0.017684526039715247,0.0,0.27381041588609967,0.4279505432746347,0.2805545147995504,0.16995129261895842,0.22412888722367927,0.12476582989883851,0.08137879355563882,0.03814162607718247,0.3616335706257025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.558270537377652,0.6164872788623086,0.03935860058309038,0.0,0.34455340577789556,0.37026239067055394,0.24582560296846012,0.21203286509408958,0.19188974291015107,0.1508083752981712,0.08375298171216539,0.04836999734958919,0.31314603763583354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6323893768298774,0.7352901535290925,0.13860839381508364,0.0,0.6335989271063427,0.18432470810981383,0.04346797096875986,0.5374329441464184,0.0937204165351846,0.04374408330703692,0.04256074471442095,0.13087724834332598,0.15166456295361314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.571563175668885,0.7471585430352263,0.06136528685548293,0.0,0.5078068264342774,0.25145243282498186,0.1793754538852578,0.3151779230210603,0.1537763253449528,0.08805374001452433,0.05337690631808279,0.13580246913580246,0.25381263616557737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5216640727477255,0.7195652265446881,0.0495703899537343,0.0,0.42961004626569727,0.3697951090548579,0.15102445472571052,0.24058162590879048,0.18638466622604097,0.1001321877065433,0.06212822207534699,0.08393919365499009,0.3268341044282882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5025291622653896,0.7573966144294673,0.02892947606985735,0.0,0.4300759898680176,0.30889214771363815,0.23210238634848687,0.26649780029329423,0.19944007465671243,0.0967870950539928,0.07718970803892815,0.07185708572190375,0.28822823623516863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4744723403075568,0.7979684341521533,0.002073613271124935,0.0,0.2711249351995853,0.33022291342664595,0.3965785381026439,0.2363919129082426,0.17884914463452567,0.1410057024364956,0.08761016070502851,0.05339554173146708,0.30274753758424056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42160597080302864,0.722528061994268,0.08481110254433308,0.0,0.3936006168080185,0.3161141094834233,0.20547417116422514,0.23091750192752505,0.18966846569005397,0.09946029298380879,0.09097918272937548,0.05474171164225135,0.33423284502698536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4410275796313101,0.7665552124328769,0.024666944213155705,0.0,0.2958992506244796,0.35803497085761865,0.32139883430474603,0.2111781848459617,0.21502914238134888,0.12166944213155703,0.07993338884263114,0.05266444629475437,0.31952539550374687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43162285472939743,0.8195275858712705,0.020427781783225185,0.0,0.2691660658495554,0.32660418168709443,0.38380197068012495,0.24297043979812544,0.1840903628935352,0.11703917327565488,0.07738524393174717,0.07714491708723864,0.3013698630136986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38166482732748364,0.7574819088327445,0.027445109780439122,0.0,0.21968562874251496,0.3461826347305389,0.40668662674650696,0.1530688622754491,0.2578592814371258,0.13310878243512975,0.0874500998003992,0.03580339321357286,0.33270958083832336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39823939009862386,0.835484497113697,0.041217895608947806,0.0,0.3543910521955261,0.30550952775476387,0.2988815244407622,0.3363711681855841,0.1164043082021541,0.10169842584921293,0.050538525269262634,0.09424192212096107,0.3007456503728252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34504264452485245,0.8048665013739935,0.015877386196769455,0.0,0.24155653450807635,0.32645007342143906,0.4161160058737151,0.15537812041116006,0.22476138032305434,0.12068649045521292,0.08195668135095448,0.03900513950073421,0.378212187958884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.298352897094162,0.8907872729859889,0.021665672828463527,0.0,0.20500894454382826,0.3162393162393162,0.45708606638839194,0.1569866825680779,0.24337109918505268,0.11556350626118068,0.08547008547008547,0.045517789703836214,0.35309083681176706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24459284572017737,0.7771999773333675,0.035473904888006176,0.0,0.32985766302548825,0.27910184265695687,0.3555665894295487,0.22514619883040934,0.21179521129868698,0.10438044797528412,0.07911287653095002,0.054562506896171245,0.3250027584684983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24988417480756198,0.852839047066567,0.03572353093450686,0.0,0.3365260160497023,0.2987315557856588,0.329018897230132,0.16929847268961948,0.21045819311415997,0.11726637328501165,0.09241522133057209,0.05280869790318406,0.35775304167745275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24386660476115196,0.9366716120387935,0.014323380602864677,0.0,0.2339485498467897,0.33178935366635787,0.41993871588398773,0.14173733342834746,0.2402194826480439,0.11914772322382955,0.092424998218485,0.0369129908073826,0.3695574716739115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2030845775527581,0.8218071804741385,0.0044603033006244425,0.0,0.27029438001784123,0.3434433541480821,0.3818019625334523,0.12845673505798394,0.20695807314897413,0.15521855486173058,0.09634255129348795,0.04727921498661909,0.36574487065120426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21069628641598115,0.8843866355560408,0.025510204081632654,0.0,0.3080660835762877,0.32337220602526723,0.3430515063168124,0.1890184645286686,0.17759961127308066,0.13313896987366375,0.08236151603498543,0.06535471331389699,0.3525267249757046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13584428344411492,0.746437115431263,0.026695490422804283,5.0273993263284905e-05,0.2624805188276105,0.3354783570459002,0.37529535971042177,0.14493992257805038,0.2174350208637072,0.1261877230908451,0.087878940224222,0.04117440048263034,0.38238399276054497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13498847389369928,0.8102513185615123,0.022119815668202765,0.0,0.447926267281106,0.23317972350230415,0.2967741935483871,0.23195084485407066,0.18924731182795698,0.11459293394777266,0.09093701996927804,0.052534562211981564,0.3207373271889401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157350541665906,0.905144342273104,0.03168754605747973,0.0,0.39941046425939575,0.2494473102431835,0.31945467943994105,0.21204863669859986,0.19270449521002211,0.11735445836403832,0.09727339719970524,0.05397936624907885,0.32663964627855563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14009107194779347,0.9981572177743203,0.00825346112886049,0.0,0.26757188498402557,0.35676251331203407,0.36741214057507987,0.14936102236421725,0.21538871139510118,0.17545260915867944,0.08892438764643237,0.046858359957401494,0.32401490947816824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05581036055119171,0.7185092712414587,0.015391266753134458,0.0,0.21945525291828794,0.33039342844790315,0.43476005188067446,0.13584089926502377,0.22351923908344143,0.14664937310851708,0.08811067877215738,0.04124513618677043,0.3646346735840899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00033577008925078644,0.7966790421621397,0.0005387931034482759,0.0,0.4391163793103448,0.23922413793103448,0.32112068965517243,0.10398706896551724,0.2874461206896552,0.12850215517241378,0.11341594827586207,0.025323275862068964,0.34132543103448276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006398227755497032,0.9708561598171741,0.0075625363583478765,0.0,0.3531122745782432,0.24898196625945318,0.3903432228039558,0.1966259453170448,0.2181500872600349,0.14426992437463643,0.09133216986620128,0.07562536358347877,0.27399650959860383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.397501044679089,0.35803677499615105,0.029230498327170278,0.0,0.4486705405881317,0.263954921641134,0.258144039443564,0.22239830956154252,0.13981334742032048,0.15583729529846804,0.06163056876210601,0.10019369607325233,0.3201267828843106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4241475523810152,0.4536222539516075,0.019817073170731708,0.0,0.46760670731707316,0.2804878048780488,0.23208841463414634,0.22713414634146342,0.1642530487804878,0.13833841463414634,0.06707317073170732,0.06097560975609756,0.34222560975609756,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.451512418931145,0.5393158227670085,0.025067385444743934,0.0,0.27911051212938004,0.3861185983827493,0.3097035040431267,0.14002695417789757,0.20902964959568734,0.1362533692722372,0.07115902964959568,0.04097035040431267,0.40256064690026955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49154434387074275,0.6045060373986644,0.020394949821948852,0.0,0.366461638070573,0.3716413078666235,0.24150210424085464,0.24150210424085464,0.14729685982518614,0.1557138232437682,0.07381029459371966,0.04758821625121398,0.33408870184525735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5090872117256566,0.6763692015720153,0.030264005151320026,0.0,0.30607426486370465,0.35951921013092936,0.30414251985404595,0.23674608285039708,0.1534664091006654,0.15217857909422622,0.07447950203906417,0.06460613865636403,0.3185232882592831,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41877239130745636,0.638034374829914,0.017108518911276068,0.0,0.2822905620360551,0.3745493107104984,0.3260516083421704,0.17002474372569812,0.22304701307882643,0.10986214209968187,0.08533050547896784,0.035277483209614706,0.37645811240721105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3861417726366767,0.45898249645878764,0.027195281782437745,0.0,0.4072739187418086,0.2860419397116645,0.2794888597640891,0.22280471821756226,0.13302752293577982,0.15629095674967233,0.05111402359108781,0.06716906946264745,0.36959370904325034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3915126639360693,0.5401887404063359,0.027264731750219876,0.0,0.30196423336265027,0.35282908238053357,0.3179419525065963,0.178246848431545,0.19803576663734976,0.13397830548226328,0.07065376722368807,0.04119026678393433,0.3778950454412196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34499013595772965,0.33577673350330883,0.021433850702143386,0.0,0.3107908351810791,0.2734663710273466,0.3943089430894309,0.1925351071692535,0.1670362158167036,0.15779748706577976,0.05949741315594974,0.08721359940872137,0.33592017738359203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32460157647862786,0.4530633132855826,0.0194638893631552,0.0,0.43776677479938536,0.2830800751237835,0.25968926071367593,0.28444596209663653,0.13966194297421888,0.14973535939900973,0.05292812019805361,0.05992829093392522,0.313300324398156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33318238449260207,0.5508049413402034,0.021101449275362318,0.0,0.2608695652173913,0.35084057971014493,0.36718840579710144,0.1491014492753623,0.21542028985507247,0.12457971014492754,0.07565217391304348,0.04457971014492754,0.39066666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33856417497139546,0.6283936838081274,0.02414341477519156,0.0,0.22206158739337864,0.3784395932726134,0.37535540455881644,0.12770468893065395,0.2365669124379548,0.11556069587007856,0.08023709700737314,0.03546817020866464,0.40446243554527495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33884830962307433,0.6879523123579645,0.033522516310401526,0.0,0.22717869835039517,0.3705511059247865,0.36874767941441683,0.1287858696228717,0.2460616347530897,0.10422744390813134,0.09091391290510795,0.031931257624781204,0.3980798811860181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3013461561263,0.7628456856073456,0.04315206705644953,0.0,0.23283489418947587,0.3413359548817716,0.382677083872303,0.15398147669064002,0.2461840947896725,0.12003932322657422,0.08899467066797744,0.03989237853779686,0.35090805608733894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25353103171764246,0.49984338088714253,0.030132085855806272,0.0,0.36296092460099066,0.2911392405063291,0.315767749036874,0.19551458447991193,0.17047330764997248,0.1441937259218492,0.07223445239405614,0.06232801320858558,0.35525591634562464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2546642441107423,0.6563007391248732,0.03506261180679785,0.0,0.2244633273703041,0.34087656529516996,0.3995974955277281,0.14950805008944543,0.22428443649373883,0.11976744186046512,0.08752236135957066,0.04382826475849732,0.37508944543828265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1585900739121371,0.6070222049933705,0.03723788864786696,0.0,0.3897324656543745,0.25090383224873464,0.32212581344902386,0.2780187997107737,0.1099060014461316,0.14389009399855388,0.064352856109906,0.10231381055676067,0.30151843817787416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.17818946831782512,0.6725615227772721,0.039064200217627854,0.0,0.26550598476605003,0.32622415669205657,0.3692056583242655,0.17584330794341677,0.1924918389553863,0.13264417845484222,0.07464635473340588,0.05897714907508161,0.36539717083786727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.11014562787838145,0.5060407117179011,0.01718213058419244,0.0,0.3877434135166094,0.215922107674685,0.37915234822451316,0.2634593356242841,0.16036655211912945,0.11741122565864834,0.07445589919816724,0.12256586483390607,0.26174112256586485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.09410973681183066,0.6350125071735704,0.035426460711887174,0.0,0.35980523841504364,0.2677971793149765,0.33697112155809267,0.2246474143720618,0.187038280725319,0.1250839489590329,0.07907991940899933,0.07958361316319677,0.3045668233713902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9025730055179224,0.0004665433531272356,0.0031426775612822125,0.0,0.8485229415461973,0.05237795935470354,0.09595642153781689,0.30421118793211815,0.10706054892101403,0.06432013408757595,0.04860674628116489,0.12843075633773307,0.3473706264403939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.9304313878860313,0.638489067134401,0.03306371505605222,0.0,0.42088832127146303,0.24521072796934865,0.3008372357031361,0.3148857669930467,0.1692918972612459,0.09237973605789698,0.0594579253583085,0.10004257130693912,0.26394210302256277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.6135516890598183,0.024857741838873914,0.0,0.36587800738744136,0.29270240590995306,0.3165618448637317,0.28970749725466705,0.19047619047619047,0.10731756014774883,0.06758510532095438,0.06389138464610163,0.2810222621543376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9690895997088234,0.5494120437979859,0.0246422893481717,0.0,0.31538155802861684,0.33078298887122415,0.32919316375198726,0.23608903020667726,0.17289348171701113,0.1329491255961844,0.06935612082670906,0.07998807631160572,0.3087241653418124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8740803311026468,0.6523136249056734,0.03262424878374511,0.0,0.4037012305637699,0.2754936563960698,0.28818086425641515,0.27358580559000284,0.1944099971382238,0.08671181913574358,0.07421539635600496,0.10149766288276257,0.2695793188972622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8905652255208594,0.5630982456218874,0.028367560041768186,0.0,0.4251653324051514,0.284719805081796,0.26174730247128436,0.28750435085276715,0.15576052906369647,0.10964148973198747,0.05725722241559346,0.11120779672815873,0.27862861120779675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8214145589490442,0.5779633252454914,0.02746566791510612,0.0,0.4459425717852684,0.2973782771535581,0.2292134831460674,0.365792759051186,0.0916354556803995,0.099625468164794,0.04469413233458177,0.12259675405742822,0.27565543071161047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8092459797789928,0.6615057364473671,0.04080432737535278,0.0,0.44996472248353714,0.2909219190968956,0.21830903104421448,0.37617591721542804,0.13822906867356538,0.08066792097836312,0.03886406396989652,0.12229539040451552,0.24376763875823143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7508546453976379,0.6744417026521319,0.040895590587160156,0.0,0.453050034270048,0.34787906480846853,0.15817531033432336,0.4857969690046455,0.08156271418779987,0.09382377579773056,0.032137689437209654,0.10380016754245679,0.20287868403015763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6811162254372789,0.726567344360916,0.10072581839727447,0.0,0.5688342467782551,0.2282921048733521,0.10214782995111835,0.46707154495630276,0.12181898977929195,0.054184565249592656,0.04049770404384535,0.14134202340394017,0.1750851725670271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9860135393744969,0.2067216331243742,0.02395964691046658,0.0,0.33921815889029006,0.25346784363177804,0.3833543505674653,0.21185372005044137,0.1853720050441362,0.13366960907944514,0.0807061790668348,0.1235813366960908,0.2648171500630517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.9265767335917303,0.24145990673139295,0.023549684089603676,0.0,0.4006318207926479,0.2478460654796094,0.327972429638139,0.25416427340608844,0.15106260769672603,0.13210798391728892,0.07380815623205055,0.11114302125215393,0.2777139574956921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
